"biopsysite","WholeGenomeDoubling"," 1p"," 1q"," 2p"," 2q"," 3p"," 3q"," 4p"," 4q"," 5p"," 5q"," 6p"," 6q"," 7p"," 7q"," 8p"," 8q"," 9p"," 9q","10p","10q","11p","11q","12p","12q","13q","14q","15q","16p","16q","17p","17q","18p","18q","19p","19q","20p","20q","21q","22q"
"TCGA Lung","No",2.041948,3.589623,4,3.443342,2.038428,2.531675,1.454308,2.036631,2.801219,2.026212,3.52859,2.66022,2.863938,3.425469,1.916206,2.649035,2.17029,3.335926,2,2.077981,2.518607,3.011381,3.835121,2.984429,2.591272,3.018753,2.975532,2.464317,2.939274,4.673312,3.435854,3.55801,1.930894,2.989054,2.322716,2.953448,2.269522,2.063693,2.518962
"TCGA Lung","No",1.767477,2.739709,2,1.997399,1.028969,2.386752,1.997382,1.276158,1.997272,1.999016,1.997818,1.997662,1.997781,1.619874,1.424079,1.996149,1.199164,1.231138,1.996727,1.361362,1.99753,1.995268,1.996259,1.998678,1.994656,1.077252,1.987531,1.996363,1.990479,1.994308,1.995562,2,1.995777,2.220698,3.01786,1.990302,2.222013,1.988778,1.793119
"TCGA Lung","No",1.853278,2.371787,2,1.999231,1.032043,2.942824,1.999226,1.998637,6.580108,1.021683,1.882043,1.999309,2.35462,1.52322,1.39828,3.047881,1.020027,1.020453,2,1.98918,1.056604,1.999067,1.998894,1.999218,1.110665,1.951685,1.996775,1.998925,1.816071,1.128752,1.981083,2,1.998752,2,1.997723,2.962963,1.997908,1.996683,1.99477
"TCGA Lung","No",2.51292,3.880568,4.802694,3.487752,2.081122,4.084664,2.13301,2.84931,4.721886,2.383276,2.899596,3.005808,4.400856,3.986639,2.02945,3.306635,2.055219,1.893359,2.240657,3.218498,3.949076,5.144286,3.009293,2.69648,3.62884,4.098923,2.983358,2.628508,3.484555,2.259816,3.931793,4.389781,3.107266,2.845222,3.222877,5.259259,3.835873,3.865743,5.187879
"TCGA Lung","No",2.082584,3.977622,3.928609,3.266891,1.934669,6.067529,2.021202,2.029862,3.921676,2.039854,3.001002,3.001073,3.001019,3.140399,2.692896,4.961963,3.170424,3.001918,3,3.000626,2.572843,2.025545,3.487432,3.000607,2.032452,2.106011,2.088343,2.510019,3.002186,2.138275,4.648143,3,3.001939,4,3.387657,4,3.949195,3.005152,3.872988
"TCGA Lung","No",2.188884,3.13212,3.431162,3.395014,2.059151,4.591024,2.388433,2.759666,3.138482,1.796772,2.012909,2.09909,4.048688,2.643274,2.162095,3.61169,2.224469,3.159263,2.602452,1.894201,2.477803,2.302387,3.919891,3.03684,1.659366,2.373531,3.729694,2.021514,2.074511,2.90324,2.752909,3.444061,2.747154,2.166291,2.532297,5.436093,3.047168,2.227734,3.473506
"TCGA Lung","No",2.189268,5.110623,4.648525,2.819749,2.114587,5.861257,3.003128,2.068888,3.929701,2.026085,2.78594,2.138118,3.052456,4.202666,2.025698,4.210483,3.140708,3.147329,2.65,3.001629,2.113208,4.003769,3.918755,3.00158,2.0354,2.369459,3.419659,3.004345,2.79035,2.150837,3.710822,3.693064,3.219769,3,3.81712,4.450238,3.008455,2.275019,3.021137
"TCGA Lung","No",3.605562,3.010389,4.915931,4.789282,2.047877,4.545937,2.028726,2.04046,6.173103,2.689814,3.779088,3.989934,2.024344,4.779656,1.987474,3.008555,2.381437,3.013925,3.535908,3.994128,3.932761,3.551148,6.592722,3.489804,2.650462,3.902621,3.017745,3.175249,2.078345,2.790505,4.083507,3,2.270085,3,3.21497,4.64579,2.31744,3.037399,4.481069
"TCGA Lung","No",2.001772,2.001744,3.107527,2.014215,1.02385,4.197364,1.021465,1.679666,2.336385,2.000551,2.001221,2.001308,2.001241,2.00145,2.979405,2.334769,1.268309,2.75352,2,2.001526,2,2.001765,2.206277,2.00074,1.10503,2.004882,2.006103,2.002034,2.002663,1.223759,2.002483,2.769014,2.002362,2,2.802733,2,2.003959,1.091992,2.009897
"TCGA Lung","No",1.399121,1.99596,1.965005,1.865021,1.019394,2.75096,1.71491,1.981435,3.817426,1.019686,1.724849,1.988799,1.487212,1.559316,1.763638,3.030482,1.200003,1.963447,2,1.841099,1.754717,2.876452,2.967793,2.039119,1.200186,1.991516,1.273594,1.996465,1.995372,1.113836,1.989215,2,1.124927,1.995105,2.051338,1.032324,2.847668,1.989092,1.300248
"TCGA Lung","No",1.716029,2.982441,2,1.998874,1.031917,4.318762,1.99915,1.702729,2.978281,1.037275,1.547876,1.999241,1.99928,1.999159,1.331445,1.999167,1.219429,1.9887,1.875,1.999557,2,1.998464,1.998786,1.564798,1.997399,1.063834,1.996459,1.99882,1.997682,1.124893,1.997119,2,1.998629,2,1.997501,2,1.997703,1.996358,1.994258
"TCGA Lung","No",3.793401,5.161003,4,4.001264,3.036515,5.57231,4.001909,3.608994,4.09544,2.047266,4.003181,4.001704,4.984668,4.982088,2.558784,6.259622,3.365147,3.034961,4.977386,3.045643,4.133876,4.978203,5.034025,3.901882,3.033534,5.132827,4.92462,3.727524,2.843305,4.00415,4.003235,6,5.938563,4,4.005614,3,4.818549,2.176882,4.09544
"TCGA Lung","No",1.149851,2.384029,1.814955,1.214386,1.013265,2.460353,1.023877,1.212525,3.699616,1.013465,1.993026,1.992802,1.962556,1.245149,1.039795,1.960634,1.136796,1.888512,1,1.006218,1.033788,1.209306,2.33688,1.969542,1.122292,1.05306,1.787839,1.988804,1.828477,1.051907,1.95901,2.375748,1.980497,2,1.97629,1.044217,1.945531,1.451165,1.891062
"TCGA Lung","No",3.002884,3.100914,3,2.241568,3.002649,3.002187,5.622384,3.012079,6.66915,2.07698,3.503973,2.1114,3.955213,4.266407,2.124355,4.717174,3.798149,2.297658,3,3.002483,2,3.906487,3.831977,2.316743,2.034261,4.353715,2.093266,3.003311,3.004334,3.098465,3.86564,2,2.667058,3,3.007011,3.967378,3.928583,3.013622,3.400929
"TCGA Lung","No",2.071255,2.966514,2,1.998911,1.031506,2.915923,1.998904,1.815357,2.809074,1.014213,1.999087,1.999021,3.965173,2.078123,1.282799,1.998925,1.019691,1.02011,2,1.999429,2,1.998679,1.998434,1.999446,1.998322,1.063013,1.995433,1.998478,1.991031,1.041095,1.176222,2,1.998232,1.94519,2.875905,3.109081,1.995556,1.081016,1.989631
"TCGA Lung","No",4.623618,6.294649,6.440555,5.989348,4.028127,6.124905,3.025314,4.160443,6.819346,5.324254,4.584381,4.354082,6.941211,6.850099,4.201397,5.880225,3.955418,5.976566,3.834787,3.208988,4.732022,3.445441,5.988409,5.496855,5.098543,4.593937,4.903844,5.979603,5.973299,4.165094,6.853027,6,5.20742,5.6533,6.795967,6.871535,6.15668,4.996001,5.900773
"TCGA Lung","No",2.082077,3.977247,3.000954,3.000882,2.200986,3.673389,2.020888,2.029419,3.855091,2.007852,2.171104,3.001981,3.967606,3.981077,1.935306,3.91307,2.313855,3.469249,3.001109,3.000925,3,2.519676,4.944125,4.212569,2.440587,3.002959,3.003698,3.001233,3.001614,2.090815,3.731822,3.764706,3.001432,3.003414,3.56535,3,3.002399,2.975232,5.170558
"TCGA Lung","No",3.007326,3.00721,3.031273,4.608665,2.028951,3.909354,3.006056,3.00853,4.858567,2.029387,3.98838,3.98755,3.988183,3.986194,2.115805,4.115851,2.339642,2.637324,2.13257,3.978213,3.01714,2.302646,3.931589,3.003059,2.47305,3.95352,2.108567,3.405711,3.974647,2.113287,3.020529,3.841341,2.18571,3.150324,5.682683,3.974178,3.962314,4.854526,4.770649
"TCGA Lung","No",2.140248,1.995165,2,1.99731,1.995487,1.996274,1.995939,1.99428,1.995769,1.998473,1.013282,1.530275,1.996558,1.605819,1.017709,3.111674,1.954103,1.995679,2,1.997885,1,1.019203,1.731253,1.00805,1.024396,1.986462,1.98066,1.994359,1.992616,1.034649,1.040522,1,1.025707,2,1.988054,1.992479,1.989023,1.982594,1.972558
"TCGA Lung","No",2.086598,3.980584,3.862199,3.003666,2.026323,5.133795,2.023691,2.033367,3.932046,3.004163,3.003076,3.003295,3.995562,3.983852,3.004101,3.729109,3.042292,3.783124,2,2.012339,2,2.08563,6.890987,4.096501,2.585705,2.403242,3.932046,3.005126,3.006711,2.225415,3.972357,3,3.005953,3,3.010856,3.377205,3.955921,3.015818,4.705602
"TCGA Lung","No",1.867398,1.987076,1.722428,1.226396,1.013175,2.313305,1.61929,1.06313,3.199852,1.031472,1.993215,1.99273,1.9931,1.176027,1.493018,1.992018,2.085724,1.157685,1.079645,1.006176,2,1.178057,1.988368,1.991776,1.432363,1.968336,1.961228,1.016469,1.02156,1.025778,1.765861,1,1.019126,1.045607,1.940132,2,1.869886,1.353474,1.944986
"TCGA Lung","No",3.062642,2.998156,4,3.985729,2.075196,3.915299,2.018451,2.025987,5.225939,2.052049,3.448709,3.98076,2.998687,2.998466,2.507668,4.959265,2.01922,2.019629,2,2.00961,2,2.02223,6.650503,2.530659,2.028241,2.994836,2.993545,2.997848,2.997183,2.04011,2.031273,3,1.1898,1.644909,4.755593,3,2.995813,2.993361,2.989532
"TCGA Lung","No",3.984943,3.430154,4,3.993818,2.167405,4.95963,3.010665,2.75117,4.781942,2.151875,5.284441,3.991665,4.97514,3.168975,2.700739,4.97124,3.605551,2.032622,3,3.005555,4,3.988753,3.721882,2.976426,2.046936,5.691843,3.044436,4.755539,2.362401,2.243465,3.968355,3,3.017201,4,3.972543,3,3.070262,4.489512,3.072059
"TCGA Lung","No",2.170989,1.995254,2,1.99604,1.017793,2.933982,1.996013,1.783117,2.975014,1.057153,1.616722,1.992881,1.993243,1.996053,1.626726,2.952967,1.016681,1.017036,1,1.016681,1.441547,2.053036,1.982915,1.917212,1.655129,1.053378,1.981016,1.022241,1.389127,1.23487,1.986486,1.988275,1.329119,1.876949,2.217706,2.38526,1.989225,1.434362,2.616325
"TCGA Lung","No",3.002511,3.002471,3.386797,3.001375,2.370126,3.975334,3.002076,3.003655,5.466983,2.033197,3.05519,3.001853,2.688521,3.101065,2.626835,5.178506,2.022996,2.023485,3.977595,2.068987,3.500358,2.462833,3.005931,3.001048,2.03379,3.863628,3.615792,3.116877,2.040138,3.004513,3.156061,4,3.97109,2.580915,2.064929,4,3.951556,3.923182,5.608621
"TCGA Lung","No",3.609165,3.990224,3.952574,3.994562,2.124209,4.640076,3.011788,2.809114,3.991446,4.168103,3.993157,3.635525,3.986082,2.757263,2.234144,4.510519,2.364241,5.014093,2.079471,3.349338,3.501687,3.990106,3.988269,3.133119,2.88539,3.972628,3.960897,3.988595,3.98507,3.982148,3.802672,2.211142,2.157552,3,3.034671,2.272506,4.338824,3.964807,3.82531
"TCGA Lung","No",1.056772,2.771147,2.03238,2.808022,1.111237,3.129377,1.12034,2.00028,2.917139,1.022684,2.000095,2.000101,2.000096,1.85171,1.267423,2.961007,1.020951,1.905221,2,1.770951,2,2.000137,2.000162,2.000115,2.000231,2.000378,1.083806,2.000158,2.000206,1.130681,2.000288,2,2.000183,2.000654,2.88302,3.038087,2.865325,1.0862,3.730496
"TCGA Lung","No",3.033042,3.982721,4.870968,3.017522,2.042476,4.129648,2.127429,1.834286,3.939524,2.038325,3.17581,3.030102,4.224988,4.899236,2.91327,4.39042,2.407621,3.855382,3.981857,2.672381,2.07213,2.301412,3.979265,3.985339,3.008397,3.624382,3.026123,3.237461,3.79678,3.023852,3.172785,3,3.017696,5,3.190254,3.074074,3.960773,3.023511,3.037067
"TCGA Lung","No",2.815407,4.030269,5,4.267596,2.037855,5.852517,2.03407,2.047985,5.808623,2.00389,3.023449,3.012562,3.859381,5.453603,3.993411,3.994186,4.223715,3.659511,5,3.764656,3,3.016951,2.146013,5.884014,2.052147,4.913565,4.420611,4.705749,3.025581,3.030586,3.023847,4,3.990435,4.092576,3.982558,4.063092,3.975958,2.146013,3.91986
"TCGA Lung","No",1.689688,1.978876,1.932762,1.616176,1.046951,2.833575,1.169022,1.064474,2.426378,1.021181,1.985213,1.968314,2.241111,1.993449,1.953996,1.985503,1.194549,2.183251,1.017606,1.198073,1.359294,1.693028,1.983101,1.97795,1.067695,1.96714,1.31573,1.820036,1.307313,1.961425,1.790408,2,1.98569,2,1.855447,1.978093,1.580911,1.060365,2.303393
"TCGA Lung","No",1.995464,2.35615,2,1.642487,1.019097,2.027666,1.194375,1.995048,2.881184,1.019384,1.997656,1.997489,1.997616,1.997215,1.803471,1.994485,1.017904,1.018284,2,2.02832,1.584906,2.839985,1.995982,2.948074,1.026307,2.211284,1.988281,1.698784,1.994886,1.037364,1.925053,1.983455,1.783518,2,1.664062,2,1.992398,1.290178,1.980996
"TCGA Lung","No",2.982685,3.96732,5.031626,3.449942,2.021569,3.374798,2.019412,1.604805,3.832108,2.04467,4.782843,2.088761,5.829511,5.424869,2.421569,2.999423,2.248162,2.679912,2,2.01011,2.603774,2.999291,4.684034,2.999703,2.590936,2.064706,2.080882,2.026961,2.035294,2.998721,2.999003,5,2.901803,3.574661,2.057093,3.961874,2.457075,2.083193,2.996025
"TCGA Lung","No",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"TCGA Lung","No",1.986292,1.237937,1.985378,1.995497,1.044003,2.525507,1.239602,1.018593,2.930417,1.977294,1.649669,1.062322,1.977289,1.877625,1.169781,1.993334,1.068754,1.140434,2,1.465209,1.987171,1.97952,3.866288,1.006667,1.156124,1.988668,1.979764,1.990557,1.993819,1.028697,1.022374,1,1.021292,1.712339,2.881768,1.048892,1.485949,1.018858,1.954059
"TCGA Lung","No",3.02073,3.220428,3.661837,3.008512,2.052605,6.314544,4.087344,2.23311,4.924317,2.354148,3.012241,3.486329,4.050847,3.434832,2.291148,3.983992,2.759768,2.676073,1.809181,3.003825,3.839036,2.590599,4.244309,3.102037,2.231984,2.899528,2.155972,2.91439,2.292757,2.189879,3.151153,3.50299,3.634955,3.014124,4.551013,5.650031,3.683386,2.067635,3.879752
"TCGA Lung","No",1.973526,1.586754,1.995402,2.000959,1.026206,3.508572,1.302896,1.842592,2.21135,1.023645,1.996437,1.992364,1.996376,1.718538,2.114328,1.993712,1,1.016728,3,1.197198,1.807287,1.994848,2.851034,1.99784,1.026249,1.052413,1.9422,1.343294,1.992225,1.198799,1.992752,1.294118,1.747719,1.983553,2.004258,2.005362,2.279962,1.567484,1.976886
"TCGA Lung","No",2.377516,4.944222,3.003061,3.007542,2,5.749553,2.282637,2.063331,6.383824,2.048297,2.042824,2.057353,5.801436,5.251718,2.714197,3.992987,2.910589,3.065083,5.5,3.514829,2.07272,2.986194,4.901984,3.049032,2.06994,3.968209,2.954034,2.70621,3.010353,2.273248,3.014477,2,1.993055,3.01095,3.805956,5.862397,3.606042,3.008135,4.351162
"TCGA Lung","No",1.992632,1.990332,2,1.358188,1.248788,2.558423,1.013909,1.024487,1.951988,1.010458,1.956515,1.024837,3,1.55531,1.046363,1.935205,1.556155,1.99676,1.167386,1.938399,1.994254,1.992661,1.393765,1.041276,1.949861,1.975353,1.839015,1.902145,1.988925,1,1.011787,2,1.995088,2.230769,1.982085,1.97744,1.983538,1.991298,1.958844
"TCGA Lung","No",2.366059,3.729469,2.999065,2.468183,2.143961,4.067411,2.172174,2.038579,2.981884,2.047074,2.639855,2.391304,2.996315,2.229014,1.363285,3.205456,4.51721,2.988437,2.019565,2.040761,2.029532,2.066003,2.981366,2.997804,2.031943,2.26087,2.98706,2.7657,3.955731,3.94707,3.896831,4,3.980365,3.953177,3.428389,3.909823,3.901293,2.02236,3.934195
"TCGA Lung","No",1.692259,2.458931,2.096614,2.113444,1.038001,2.862249,1.694201,1.175952,6.05917,1.05143,1.987918,1.98201,1.840086,1.557179,1.542668,3.892011,1.12469,1.378352,1.989126,2.011772,1.986322,1.993013,2.554859,1.310202,2.20245,1.076002,1.061073,1.214168,1.062183,1.037175,1.108815,1.176471,1.992985,1.477695,1.982943,1.99463,1.992163,1.024429,1.918517
"TCGA Lung","No",1.054268,1.958216,2.084069,1.736913,1.047487,2.896598,1.016369,1.969924,1.996218,1.178415,1.343949,2.004066,1.996923,2.006306,1.236376,2.476832,1.187563,1.951717,2,1.086186,1.993149,1.995625,1.994813,1.998166,1.99259,1.987897,2.318205,1.994957,1.353734,1.992107,2.010795,2,1.994144,1.531479,1.989321,3.252535,1.552848,1.25978,1.543035
"TCGA Lung","No",2.012461,2.012263,3,2.993577,2.011445,2.587984,2.010301,2.014508,3.250627,2.996354,2.983835,2.153128,3.974831,3.099606,2.045781,3.941766,1.59657,2.010958,2,2.005365,2,2.012411,2.244146,2.078036,2.021022,2.967669,2.04292,2.986529,2.982365,2.022393,3.246527,2,2.016614,2.673655,2.971473,3,2.973786,2.958432,2.934465
"TCGA Lung","No",2.993122,2.990975,4,2.842034,2.209588,3.976435,1.977258,2.221419,5.726311,2.016144,3.640524,2.959209,2.012131,2.014173,2.514382,3.246541,2.014911,2.022842,4.267893,2.363155,3,3.543942,3.889919,2.010203,2.02191,2.357303,2.059644,2.992104,2.984494,1.70845,3.019444,2.117647,2.023088,2,2.063152,2.053017,3.82645,2.30674,2.09672
"TCGA Lung","No",1.285412,1.993961,2,1.99748,1.017995,3.879437,1.161955,1.668019,1.01687,1.006089,1.99683,1.996603,2.979827,2.056123,1.080435,1.99627,2.012907,1.995953,2,1.431556,1,1.499149,1.994565,1.998079,1.024789,2.731763,1.984148,1.878321,1.029446,1.991729,2.041175,2,1.377892,1.985367,1.809776,1.992955,1.989718,1.092546,1.974294
"TCGA Lung","No",3.003888,3.526679,4,3.661216,2.03735,3.949494,3.00241,2.076363,5.760043,2.025275,4.252009,3.960737,4.936289,4.647144,1.449801,3.807466,3.16015,3.032052,2,2.011672,3,2.087241,3.003443,3.204455,3.280429,2.598262,3.010043,2.031125,2.061119,3.266109,3.004085,4,2.491646,4,3.275339,2.712631,3.006514,2.096044,3.016286
"TCGA Lung","No",1.053061,4.2957,2,1.713243,1.564665,3.886602,1.018799,1.229857,2.911662,1.389171,1.998999,1.998391,1.998982,1.998811,1.371104,2.016664,1.431244,1.998722,1.023498,1.997497,2,1.998553,1.994852,1.047472,1.998161,1.995996,1.661662,1.998332,1.997816,1.646951,1.997964,2,1.86903,1.839224,2.07587,2,1.996754,1.080566,1.991884
"TCGA Lung","No",1.996526,2.012454,2,2.010392,1.019031,3.482286,1.051384,1.992921,1.988034,1.019317,1.645214,1.997436,1.997566,1.997157,1.174587,1.997184,1.017842,1.261375,2,1.998504,1.676536,1.943157,3.191795,2.079358,1.227368,1.990427,1.988034,1.996011,1.696037,1.993757,1.995132,1,1.027626,2,1.991553,2,1.992238,1.987692,2.571309
"TCGA Lung","No",1.098852,2.336851,2,2.497166,1.054294,2.202496,1.076288,1.927471,2.367267,1.032012,1.996907,1.261229,1.996854,1.996325,1.306987,2.496361,2.34557,1.950642,1.99536,1.339884,1.996498,1.995528,1.994698,1.996251,1.024931,1.987628,1.982325,1.267467,2.265979,1.991931,1.993709,2,1.278349,1.961538,1.989083,3,1.530509,1.069807,1.974921
"TCGA Lung","No",1.951773,1.994166,1.825322,1.107715,1.016777,2.498026,1.015099,1.021267,4.437915,1.017029,1.995916,1.995625,1.995847,2.146286,1.98911,1.995196,1.568019,1.994787,1,1.015729,1.264151,1.235299,3.935856,2.078333,1.308826,1.983665,1.979581,1.020972,1.027454,1.989347,1.991694,2,1.988144,2.250383,2.926763,2,1.986755,1.978998,1.966888
"TCGA Lung","No",1.501085,2.721133,1.945073,1.744762,1.019818,3.048099,1.997836,1.996953,3.824318,1.139604,1.546394,1.015925,1.998166,1.996787,1.019818,1.85082,1.204376,1.971229,2,1.998873,2,1.997393,1.996909,1.734096,1.996688,1.992788,1.989697,1.996995,1.996066,1.507629,1.994499,2,1.99651,1.688147,1.993637,2,1.994152,1.990727,1.985381
"TCGA Lung","No",4.517219,4.080438,6,4.68391,4.490391,5.431761,4.062028,5.862726,5.033803,4.054411,5.73446,6.608652,4.070088,6.397713,2.986041,5.72781,4.295188,4.021996,5.80338,4.855223,3.264789,6.881554,5.118149,5.754986,5.16499,3.76457,4.08615,4.779656,6.166095,4.089896,5.802912,5.943165,4.275829,6.541062,4.486495,6,5.895546,4.407726,4.977541
"TCGA Lung","No",3.982539,4.828503,4,3.990441,2.028406,3.278281,3.005566,2.884998,3.278281,2.705525,3.987971,3.254969,4.941637,3.084718,2.028406,3.312106,2.31957,3.417397,1.95,2.039946,3,3.006706,3.979379,3.99271,2.039131,2.085219,4.856523,2.904349,2.52427,2.22949,3.975535,4,2.331557,3,3.406907,3.05765,3.960988,3.938138,3.90247
"TCGA Lung","No",3.018541,2.803961,3.086825,3.00099,2.114434,5.785304,3.002991,3.003686,3.961449,2.181575,2.017913,3.584362,3.968636,3.972518,2.19107,3.963716,2.022391,2.75691,2.026869,2.022391,2.076882,3.002702,3.920694,3.990654,2.850753,2.095535,4.415443,2.029855,2.136788,3.959772,2.224141,2.189665,3.82861,4.274982,2.241891,4.045344,2.168224,3.006409,3.010104
"TCGA Lung","No",2.224252,2.975043,2,1.999362,1.46506,3.283077,1.019036,1.265569,4.748996,1.999638,1.999197,1.999139,3.167858,1.186687,1.262382,1.999055,1.019829,1.020251,2,1.999498,1.904751,2.11874,2.970052,2.403554,1.029137,1.063454,1.995984,1.998661,1.998247,1.997904,1.998366,2,1.255732,1.996293,3.050318,2,1.997395,1.081583,1.285574
"TCGA Lung","No",2.018661,4.33401,3,2.995456,2.01714,4.086477,2.015426,2.021727,2.995235,2.085067,2.262855,2.995916,3.979175,3.975669,2.839362,2.995516,2.016069,2.016411,2,2.016069,2,2.018586,5.729789,2.99769,2.023611,2.05142,3.897609,2.126183,2.028047,2.990057,2.992248,5.416777,2.024881,3,2.986547,4.555556,3.933584,2.088149,2.10423
"TCGA Lung","No",3.142628,4.532868,4.980972,3.110537,2.027342,6.792497,2.024607,2.034658,2.942299,2.009251,3.974346,2.575542,3.973911,3.98476,2.676905,3.984909,3.004799,3.009803,2,2.012816,3,3.005551,3.978011,3.911418,3.007052,2.082025,3.935864,2.179465,3.008377,2.237423,3.007809,3,3.007431,3,3.013551,3,3.012452,3.019746,3.895996
"TCGA Lung","No",1.836764,1.995622,2.845385,1.996347,1.095403,2.933566,1.814483,1.711511,2.80388,1.057039,1.128736,1.933806,1.838107,2.698874,1.473565,1.945572,1.994253,1.997066,1.021552,1.604527,2,1.996677,1.996059,1.998607,1.02639,1.07663,1.986865,1.46456,2.457682,1.410797,2.559908,2.168358,1.993327,1.28117,1.454363,2,1.992545,1.073893,1.981362
"TCGA Lung","No",1.60399,1.991228,2.010753,1.979435,1.025965,1.982714,1.062316,1.989103,2.872807,1.01757,1.996316,1.994079,1.992507,1.995623,1.990176,1.993499,1.55329,1.992945,1.019474,1.983882,1.987488,1.894357,1.987369,1.995534,1.039742,1.95579,1.978948,1.839767,1.184116,1.990389,1.992507,3,1.39253,1.889069,1.326935,1.888889,1.126316,1.066767,1.970129
"TCGA Lung","No",3.122222,6.826631,6.771923,3.599117,2.579506,5.902446,2.055778,2.865806,4.899074,2.071595,4.179815,3.081746,3.013371,3.829043,3.63037,3.976253,4.724768,4.354964,4,3.539468,3.984067,2.959973,3.02254,3.793715,3.450567,3.061358,3.491799,3.821605,4.388485,3.990821,4.751977,4,2.118817,3.060683,3.164052,4,3.988588,3.490158,3.127927
"TCGA Lung","No",2.852529,3.353734,4.155144,4.5014,2.361894,6.141534,2.028568,2.299792,3.952367,2.070882,3.980947,3.984689,3.360766,3.988681,1.511086,3.883745,2.187476,3.009115,3,3.013388,3.202144,2.760706,4.138766,3.989887,3.021858,3.517437,4.141139,3.968245,3.95843,2.124209,3.961248,3.899131,2.516111,3,3.579813,3.290993,4.710411,2.122435,4.787623
"TCGA Lung","No",1.854527,3.691273,2.983767,2.754839,2.033119,4.451525,2.029807,2.026238,2.994691,2.037449,1.890862,2.140409,2.258229,3.86605,2.010897,2.610152,2.984073,2.994578,2,2.280848,2.938588,2.316091,4.499724,3.078039,2.277913,2.083011,3.035255,2.346954,2.990734,3.945442,3.800602,3,2.600573,3.730027,2.616511,4,3.898257,2.978158,2.965564
"TCGA Lung","No",2.063822,2.99959,3.128292,3.84734,2.54368,3.944007,2.999656,3.012267,4.852733,2.029558,3.983047,4.044182,3.965518,3.492153,3.131804,4.479549,2.020475,2.031549,2,2.739046,3,2.878689,3.913302,2.999826,2.030085,2.076439,2.307065,2.999522,3.508152,2.04273,2.846874,2,2.031703,2,2.057811,4,4.026097,2.084239,2.671955
"TCGA Lung","No",1.993718,2.005569,1.900434,1.009806,1.016452,2.93066,1.309613,1.990857,2.895028,1.016699,1.991344,1.995363,1.995599,1.994858,1.99423,1.992363,1.015424,1.023628,2,1.997295,1.070572,1.993743,1.992581,1.997377,1.022663,1.049355,1.463365,1.992787,1.990558,1.064377,2.011892,2,1.987435,2,1.984725,2.296296,1.323279,1.977743,1.96491
"TCGA Lung","No",3.009561,3.009409,5.258065,2.992643,2.072021,4.93275,2.025928,2.036518,3.296381,2.922311,3.359879,3.005293,3.005023,2.986067,2.144042,3.965509,2.027008,2.027583,4,3.422841,3.005592,3.010713,5.922754,5.278715,3.009073,3.023052,3.024698,3.980455,3.961621,3.460555,3.976149,3,3.281966,3.611121,4.899787,4,3.961967,2.111118,3.904916
"TCGA Lung","No",2.926587,3.975096,3,2.999087,2.031801,4.061268,2.957242,3.243889,5.623085,2.007173,2.999234,3.309217,2.996884,2.998635,2.998978,2.998197,2.019876,2.020299,2,2.009938,2.451096,2.998338,2.998687,2.999536,2.139574,2.996935,2.996169,2.998723,2.997493,2.998001,3.64173,3,2.998517,2.954032,3.490536,3.037037,3.943461,2.081774,2.993788
"TCGA Lung","No",2.064183,4.479471,3.124856,2.836462,3.212765,3.573357,2.053058,2.031137,4.06405,2.129249,3.353168,3.891455,3,3.985517,2.103398,3.956247,2.175448,2.028222,3.972108,2.993974,2.03337,1.963358,2.986777,2.991819,2.057261,2.058953,3.250886,2.153811,2.991586,2.99497,3.278331,2.993194,2.302719,2.328354,2.979582,2.529845,3.43757,2.075797,2.990619
"TCGA Lung","No",1.037396,2.4355,2.043011,1.56283,1.014721,3.409514,1.013249,1.020948,1.97187,1.019923,1.994374,2.038615,1.785167,1.013118,1.081387,2.676346,1.992967,1.989227,1.016561,1.006768,1,1.76295,1.266425,1.4678,1.394385,1.977496,1.97187,1.018401,1.024089,1.985323,1.988557,2.822783,1.128827,2,1.92132,2,1.981753,1.961421,1.954383
"TCGA Lung","No",3.138584,3.3227,3.702996,3.767247,3.221143,3.212211,2.297087,3.785006,2.940432,2.044748,3.047572,2.457047,4.907931,4.922666,2.414779,3.05554,1.978155,2.996437,3,2.165655,3.064664,2.67926,4.940083,4.226537,2.346443,3.029611,4.043631,3.039644,3.00865,3.184255,3.821622,4.896345,2.155105,3.371732,3.955168,3.76717,3.897008,2.746879,3.75282
"TCGA Lung","No",1.995813,1.995879,1.998139,1.803363,1.129487,2.947425,1.996539,1.995125,1.017228,1.006218,1.997116,1.995364,1.997067,1.996573,1.462821,1.996607,1.996395,1.996318,2,1.998197,2,1.429565,1.995055,1.998252,1.994702,1.98654,1.985578,1.02297,1.03007,1.035954,1.070079,2.831452,1.556142,2,1.65611,2,1.990645,1.07088,1.997926
"TCGA Lung","No",1.993867,2.749834,1.983646,1.877345,1.155556,2.772455,1.97972,1.031542,2.629699,1.353068,1.978875,1.171657,2.160898,1.987451,1.9831,1.99503,1,1.723107,1,1.023328,1.079991,1.126253,1.978272,1.373455,1.925842,1.985917,1.981893,2.228875,1.986173,1.032457,1.037958,2,1.459565,2.336404,1.992544,1.823686,1.952042,1.771029,1.986298
