"biopsysite","WholeGenomeDoubling"," 1p"," 1q"," 2p"," 2q"," 3p"," 3q"," 4p"," 4q"," 5p"," 5q"," 6p"," 6q"," 7p"," 7q"," 8p"," 8q"," 9p"," 9q","10p","10q","11p","11q","12p","12q","13q","14q","15q","16p","16q","17p","17q","18p","18q","19p","19q","20p","20q","21q","22q"
"TCGA Liver","No",1.349735,1.98848,1.992196,1.996395,1.98992,1.986684,2.838228,1.080704,1.950774,1.030773,1.993952,1.98866,1.99385,1.987425,1.224285,2.894846,1.977321,1.961397,2,1.99433,1.986307,1.98907,1.989632,1.990837,1.994446,1.106095,1.107193,1.280356,1.238128,1,1.750411,2,1.994147,1.472087,2.82626,1.99328,1.985289,1.989632,1.970578
"TCGA Liver","No",1.861062,2.545204,1.998364,1.825799,1.583394,2.351865,1.115435,1.116503,3.787704,1.711711,1.447464,1.997962,1.999355,1.99774,1.463285,3.389919,1.080163,1.990287,1.998098,1.998811,1.998564,1.996792,1.998913,1.998847,1.069488,1.863708,1.997736,1.99683,1.997925,1.30104,2.902358,2.350703,2.595547,1.534072,2.48993,2,1.995887,1.164907,1.993831
"TCGA Liver","No",4.807816,6.383862,4.000152,4.000187,4.00047,4.000647,3,3.028566,3.042254,3.01525,4.00047,4.000755,4.492242,4.000698,4.091709,6.539769,4,4.00015,4.000705,4.000441,3,3.024436,4.002014,4.00057,3.124032,2.492336,3.977701,4.001175,4.000769,4.006131,4.000478,4,4.000682,2.694477,4.003318,5.852896,6.298822,3.057949,4.001143
"TCGA Liver","No",2.003635,2.00477,2.004847,2.002488,2.003339,2.005514,2,2.005819,2.00313,2.003389,2.005008,2.002012,2,2.005207,1.363903,3.818144,1.979167,2.003996,2.001878,2.000783,2.007087,2.005431,2.004293,2.006829,2.006132,2.005008,2.029175,2.008347,2.004098,1.441315,2.937296,2,2.004847,2.002889,2.008838,2.008347,2.006091,2.006439,2.006091
"TCGA Liver","No",2.895757,4.375201,3.345169,2.911685,3.031321,3.04421,3.142551,3.027791,4.612696,4.357219,3.485012,2.446189,3.033444,2.159679,2.455781,3.019345,3.011745,3.046624,4.957047,3.07103,3.026593,3.050943,3.979482,3.073284,5.389811,2.278897,2.642538,3.01566,3.139355,2.210681,4.691845,4,3.073609,3.889521,3.549744,4.422571,3.539816,3.040269,2.620897
"TCGA Liver","No",2.014451,2.82529,2.002569,2.004747,2.003982,2.006576,2.004778,2.007571,1.405788,2.627653,2.87264,1.798909,2.006074,2.945325,2.116806,2.002342,2.017421,2.003813,2,2.002489,2.006762,2.005757,2.010239,2.001207,2.004876,2.009291,2.011377,2.013273,2.008688,1.097344,2.895529,2.007027,2.003854,2,2.007027,2.013273,2.012915,2.017066,2.019372
"TCGA Liver","No",1.541645,3.592808,1.997753,1.998616,1.997097,1.996165,1.996865,1.158292,1.019745,1.404444,1.997387,1.998134,1.998229,1.997413,1.287728,2.979368,1.998911,1.998888,1.997387,1.997823,1.994085,1.996852,1.995521,1.996833,1.998401,1.996517,1.99378,1.241292,1.241245,2,1.996458,1.761632,1.448242,1.99799,1.99539,1.998065,1.997176,1.995521,1.990115
"TCGA Liver","No",1.069413,2.751512,1.997653,1.997688,2.030423,1.995595,1.997381,1.996926,1.997272,1.996718,1.997818,1.638181,1.996301,1.996111,1.99612,1.996577,1.998181,2.6147,1.996726,1.995453,1.993412,1.995793,1.996259,1.997355,1.996882,1.994665,1.888181,1.053131,1.086941,1.998102,1.997041,2.703315,1.466334,1.998321,1.993581,1.993534,1.997641,1.995012,1.990563
"TCGA Liver","No",1.654719,3.528651,1.997423,1.999048,1.998935,1.997801,1.999041,1.42051,1.998003,1.712484,1.998402,1.274218,1.997563,1.998102,1.105786,4.850592,1.138844,1.212697,2,1.998003,1.997287,1.995958,2,1.998548,1.029145,1.99574,1.079339,1.998669,1.242345,2,1.996751,2,1.999227,1.992626,1.994361,1.994675,1.997409,1.993153,1.994818
"TCGA Liver","No",3.998555,4.01228,3.02739,3.016869,3.983858,3.976676,3.978208,2.13191,3.984867,3.994538,4.93184,2.313343,4.976895,5.348357,4,4.760267,3.119401,3.006775,4,2.606084,3.965736,3.956242,3.989623,3.992663,3.086303,2.713156,3.978381,3.017689,3.034735,2.316244,3.981533,4,3.994142,4,3.967954,3.946194,3.960736,3.054583,3.95092
"TCGA Liver","No",1.797853,3.562177,2.005198,2.005336,2.003581,2.011827,2.006446,1.842334,2,3.435841,2.54139,2.008633,2.002731,2.748956,1.592102,3.702398,2.026857,2.003429,2,1.676738,2.009121,2.009707,1.180637,1.982719,1.416385,1.340495,2.019184,2.008952,2.011719,2.007006,2.008194,2.018958,2.005198,2.024791,3.116672,1.123048,2.00871,2.013812,2.017421
"TCGA Liver","No",3.022188,3.452489,3.585316,2.834618,5.490498,3.706672,3.002896,3.006119,4,3.98071,3.900227,3.075307,2.05821,2.881323,2.239221,3.144805,2.964651,3.007702,3.603961,1.904884,2.0216,2.982882,3.008275,3.023127,3.017592,2.251032,3.012067,3.012067,3.964132,2.099548,2.949384,3,3.004671,3.005569,3.017036,3.968326,3.93066,2.065417,3.019568
"TCGA Liver","No",2.921471,5.477252,4.905568,4.736689,3.035754,3.051662,4.688267,2.139782,3.975557,3.997059,4.940223,4.935953,5.447684,3.738923,2.454126,5.904315,3.995926,2.766432,3.860334,3.989815,2.702223,3.019384,3.022984,3.555781,3.032835,2.911359,3.983705,2.050124,2.386184,3.982996,4.542751,3,2.426022,4,3.976995,5,4.935376,4.19505,3.946548
"TCGA Liver","No",1.688608,2.753587,1.996488,1.949317,1.993952,1.993009,2.215646,1.101177,1.997732,1.995089,2.120633,1.337523,1.994465,1.994611,1.099016,2.923902,1.287131,1.997684,1.991836,1.997732,1.847386,1.376606,1.99378,1.995602,1.77905,1.989114,1.989633,1.250564,1.210634,1.995267,1.99631,2,1.991221,1.98744,1.987193,1.987905,1.994116,1.152767,1.991174
"TCGA Liver","No",2.012666,2.00831,2.005629,2.002311,2.009695,2.014409,2.01047,2.012289,3.923938,3.835294,3.847876,1.14909,2.002958,2.010367,1.489934,3.874721,2.021813,2.005569,2.008725,2.009089,2.01317,2.010512,2.009972,2.008813,2.083893,2.013573,2.018697,2.004847,2.019037,2,2.011831,2,2.005629,2.006712,2.015398,2.012926,2.014149,1.134229,1.217488
"TCGA Liver","No",2.002755,2.004745,2.00551,2.002262,2.000949,2.003918,2.003416,2.006616,2.005338,2.003211,2.005694,2.00305,3,2.918501,2.009489,2.004186,2.003558,2.000909,2.006405,2.004448,2.008057,2.002058,2,2.003451,2.0061,2.009489,2.007117,1.981711,2.006211,2.003713,2.004343,2.005024,2.00551,2,2.002512,3.858178,3.637779,2.00732,1.117341
"TCGA Liver","No",2.004717,3.483527,2.655102,2.908409,2.972326,2.965725,2.011698,2.016476,2.982704,3.501915,2.029245,2.015667,2.009913,2.023164,4.624316,6.038475,2.02437,2.006222,2.014622,2.02437,2.033107,2.021141,2.033422,2.017724,2.011937,2.214045,2.975291,2.081235,2.603427,2.15258,2.978893,2,2.047169,2,2.034405,2.984626,2.977562,2.016711,2.063232
"TCGA Liver","No",1.980743,1.947883,1.991441,1.625219,1.988945,1.985395,1.04806,1.06205,2.400084,1.995511,2.09005,1.257197,2,2.475297,1.151245,1.770657,1.196001,1.280937,1.99005,2.035501,1.992491,1.983217,1.994314,1.99196,1.332725,2.006801,1.97631,1.983417,1.985528,1.469609,1.793323,2,1.496872,2.015501,1.853089,1.99263,1.983865,1.982943,1.956974
"TCGA Liver","No",1.114312,3.209816,1.925357,2.000675,2.000647,1.983254,2.000291,1.747607,2.000607,1.579933,2.367637,1.973864,2.000987,2.49577,2.001618,2.000428,2.12591,2.00062,2.975364,2.021895,2.001099,2.446485,1.515118,2.000147,2.286903,2.000971,2.001213,1.084547,1.05534,1.263402,2.594701,2,2.000939,2.00112,2.002141,2.000539,2.000787,2.001664,2.001574
"TCGA Liver","No",1.130767,3.541262,1.985605,1.991134,1.080168,1.979531,1.982151,1.072694,1.990704,1.996645,1.988844,1.151714,1.996218,1.980118,1.995042,1.995625,1.967462,1.631177,1.994422,1.061296,1.987371,1.311764,1.993625,1.530846,1.309496,1.982647,1.986719,1.092518,1.959434,1.178589,1.988655,2,1.985605,1.991419,1.980313,1.909399,1.98191,1.06659,1.975879
"TCGA Liver","No",2.131208,5.370432,3.007652,3.011782,3.015814,3.009793,2.128465,2.305536,3.044477,3.201346,3.978527,3.959738,5,3.028183,3.616487,4.967761,3.007413,3.068333,3,3.029651,3.115753,4.920762,3.030498,3.010782,3.23237,2.105452,3.144463,2.150646,2.123256,2.29181,3.967245,3.02093,3.218081,3.925671,3.94316,5.706202,5.857071,3.030498,4.600063
"TCGA Liver","No",1.091017,3.57824,2.000684,2.001263,2,2.451874,2.001272,1.113348,2.001324,2.000956,2.002119,2.001987,2,2.000629,2.002119,3.922504,1.379636,2.000338,2,2.000331,2.001799,2.001915,2.000908,2.000321,2.103014,2.002472,1.978461,1.028661,1.075039,1.524503,2.001078,2,2.001025,2,2.000935,2,2.001718,2.001816,2.005155
"TCGA Liver","No",1.973924,1.866095,1.985361,1.178529,1.982982,1.981265,1.979579,1.986817,1.985818,1.993602,1.918801,1.118734,1.988462,1.98989,1.996218,1.983316,1.975182,1.951119,1.982982,1.633205,1.980734,1.740583,1.975689,1.799273,1.710598,1.862417,1.979741,1.976364,1.978341,1.173913,2.149658,1,1.080305,1.986909,1.994995,1.968485,1.977003,1.975689,1.963205
"TCGA Liver","No",3.061922,4.181964,4.03456,4.024833,4.017856,4.039315,4.03214,4.018862,6.84598,6.833241,5.445829,4.202485,5,4.957212,5.804756,5.942575,3.319932,4.136768,5.776784,4.132809,3.353768,3.344663,3.131629,3.062047,4.781704,6.753567,5.120746,4.896816,4.767528,4,4.673724,4.03151,4.86578,5,4.106089,5.837297,5.881271,3.043876,3.207523
"TCGA Liver","No",1.994759,2.384763,1.941578,1.46042,1.997112,1.997218,1.996534,1.996949,1.997292,1.996417,1.993501,1.998839,2,1.799406,1.303409,1.995327,1.998195,1.997695,1.997834,1.996841,1.997548,1.993736,2,1.998687,1.7733,1.996149,1.649604,2.742779,1.994486,1.992465,1.995594,1.994903,1.997904,1.995001,1.998726,1.998395,1.995316,1.997524,1.992974
"TCGA Liver","No",4.197827,6.387971,3.891229,3.772897,5,4.969793,4.007075,2.10731,4.5625,4.003989,4.005896,4.004737,4.972097,5.901596,3.034013,4.99193,3.063775,4.001882,4.004422,4.001842,4.003337,2.575526,4.010107,4.163403,4.415382,3.884353,4.724813,4.348072,3.320963,2.695652,4.002998,4,4.002853,3.418628,4.005202,4.006551,6.070048,4.01516,4.01434
"TCGA Liver","No",2.000413,2.000136,2.000276,2.00017,2.000285,2.000784,2.000171,2.000301,2,2.000193,2.00057,2.000305,2.00029,2.000423,1.178537,2.451315,2.000356,2.000182,2,2.000267,2.000322,2.000515,2.000244,2.000259,2.000262,2.00038,1.810134,2.000712,2.000311,2.000371,2.000724,2,2.000276,2.001314,2.883358,2.000316,2.000693,2.000488,2.000924
"TCGA Liver","No",1.99011,2.752865,1.998352,1.99797,1.99489,1.991562,1.990802,1.118124,1.993613,1.858899,1.997445,1.995894,2,1.992411,1.176154,2.954773,1.123478,1.018015,3,1.085766,1.997108,1.992612,1.99562,1.996903,1.199389,1.465855,2.573339,1.047039,1.046184,1.565217,1.997402,2,1.992582,1.097697,1.124515,2.321978,1.991714,1.072575,1.979284
"TCGA Liver","No",2.049667,3.660833,2.005094,2.018824,2.970764,2.95172,2.009475,2.020017,2.029609,2.007124,4.705271,2.506638,2.99108,2.963527,2.408248,4.82663,2,2.01512,2.973687,2.940247,2.026816,2.011416,2.013536,2.014356,2.019337,2.09825,1.99186,2.065798,2.034454,2,2.024089,2.938088,2.038205,2.018221,2.027867,2.961018,2.971554,2.040607,2.051216
"TCGA Liver","No",2.012491,2.820284,2.001388,2.004274,2.005736,2.004736,2.005163,1.519767,2.945567,2.628912,2.008605,2.00461,3,2.974131,2.017209,2.002531,2.0242,1.258065,2.003227,2.002689,2.306757,1.994172,2.003688,2.006519,1.657012,2.005736,2.260756,1.834238,2.00704,1.141658,2.56151,2,2.008327,2,2.746683,2.315418,3.496952,2.011063,2.017442
"TCGA Liver","No",2.011981,2.807792,2.004357,2.004472,2.006003,2.009913,2.005402,2.015218,2.002814,2.004062,2.009004,2.00603,3,2.957181,2.135062,2.949121,2.02251,2.00431,2,2.004221,2.007645,2.006509,2.003859,2.002729,2.005513,2.009004,2.011255,2.011255,2.009823,2.093956,2.009157,2,2.004357,2.015584,2.003972,2.005002,2.010951,2.007718,2.007301
"TCGA Liver","No",1.994071,2.729926,1.638837,1.996105,1.995098,1.990557,1.211177,1.142503,1.993873,1.996683,1.987746,1.992122,2,1.991264,1.113727,2.932527,1.186889,1.239988,2,1.993873,1.988902,1.545359,2,1.994059,1.034814,1.431374,1.989497,1.225492,1.062033,1.565217,1.990031,2,1.992885,2,1.987025,1.989108,1.992051,1.991597,2.767887
"TCGA Liver","No",2.015437,1.999432,1.999692,1.734531,1.999364,1.999344,1.999428,2.464083,2.040772,3.142212,1.998569,1.410076,2.050605,1.99915,1.065713,2.685293,1.267853,1.999391,2,1.999553,1.99892,1.99931,1.169793,1.999566,1.570115,1.266031,1.998467,1.999603,1.99922,1.215525,2.931233,2,2.209216,2,1.998738,1.99841,1.999227,1.084488,1.160229
"TCGA Liver","No",1.93902,4.352695,2.010085,1.951166,2.006252,2.024662,2.003751,2.013209,2.949223,2.951132,2.582298,1.43974,2.003179,2.011143,1.643064,4.088856,2.011723,2.029258,2.009379,2.013677,2.007078,2.0113,2.005359,2.007579,1.095031,1.520841,1.987355,2.026052,2.010231,2.016311,2.012717,2,2.006051,1.968753,2.027584,2.006947,2.479738,2.016078,2.035487
"TCGA Liver","No",1.996961,2.818654,2.000515,2.00127,2.002663,2.003958,2.001917,2.0027,2.002996,2.00036,3.673856,1.074852,2.001625,2.002847,1.766353,2.4538,2.000999,2.00204,2.002397,2.000999,2.004522,2.003465,1.491192,2.001452,2.002935,2.003195,2.017611,2.006657,1.266746,2.002084,2.002437,2,2.003865,2.001844,2.004229,2.894215,2.738798,2.001369,2.002591
"TCGA Liver","No",2.003802,2.006547,2.002534,2.003902,2.006547,2.006487,1.792998,2.006639,2.007366,2.001772,2.005892,2.003157,2.001997,2.698903,1.149047,4.851225,2.009821,2.026328,2,1.934449,2.011118,2.005679,1.699183,2.780771,1.730502,2.009166,2.008418,2.019641,2.006428,1.097204,1.844491,2,2.005702,2.009065,2.010398,2.00873,2.009555,2.010101,2.009555
"TCGA Liver","No",2.06609,3.81572,3.007344,3.003392,3.007588,3.501679,2,2.075404,3.636181,3.761966,3.958537,3.105837,3,3.008453,3.878049,5.415113,2.864838,2.484173,4,3.956809,2.044179,2.056421,3.009757,3.001725,2.692385,2.787263,3.855401,3.028457,2.88204,2.442206,3.310873,3,3.008262,3.653846,3.90244,3.012647,4.176006,3.952614,3.91035
"TCGA Liver","No",1.999536,3.562009,1.999691,1.999905,1.99976,1.99967,2,1.999544,2.082435,2.075026,1.999401,1.553122,2.949031,1.999644,1.266028,1.999436,1.9997,1.999924,1.99982,1.999401,1.999593,1.674439,1.227955,1.999782,1.744531,1.410632,1.999487,1.999201,1.763375,1.260244,1.999756,2.822261,1.112439,1.999724,1.999577,1.999734,1.999417,1.999178,1.999029
"TCGA Liver","No",2.079533,6.254153,3.996169,3.995281,3,3.023622,3.038621,2.698236,3.02682,3.00484,3.982184,3.97773,3.993961,3.982361,2.287357,5.495155,3.01341,3.013695,3.973277,3.988865,3.959663,3.987121,3.979639,3.996401,2.471617,3.976246,3.053641,3.970307,2.549426,2.086957,3.987922,4,3.977012,4,3.97904,3.986803,3.97111,3.979639,3.98074
"TCGA Liver","No",2.017096,3.497989,2.016104,2.011567,2.006913,2.036655,2.249954,2.006134,2.010369,2.775337,2.762443,2.007777,2,2.00616,1.302714,2.392112,2.015554,2.002647,2.003111,2.006481,2.009391,2.002998,2.003555,2.002514,2.006348,2.009678,2.010369,2.006913,1.886301,1.353236,2.110131,2.007319,2.002007,1.82666,1.904311,2.009217,2.128286,2.010665,1.72288
"TCGA Liver","No",1.235728,2.785087,2.001061,2.704165,2.000731,2.763882,2.743289,1.135656,2.002056,2.000742,3.901645,1.179452,2,2.001954,1.447368,2.981037,1.876371,2.00035,2.001645,2.002398,2.001862,2.001981,2.00188,2.000332,2.003692,2.001462,1.978148,1.086074,1.112679,2.00143,2.000557,2.001935,2.001592,2.001265,2.002902,2.002436,2.002667,1.260902,2.001778
"TCGA Liver","No",3.42968,3.965464,3.988302,3.992795,3.005067,3.025104,2.058242,2.092285,3.988668,3.975461,3.972803,3.534145,3.990781,3.956915,2.421007,5.875297,2.030334,2.03098,2.136401,3.933838,3.969211,3.960679,2.208008,2.05883,3.911023,3.030404,3.943813,2.080892,2.132369,2.150263,3.981561,4,3.964907,4,3.984002,3.939562,3.941195,3.953376,3.941195
"TCGA Liver","No",3.601579,4.999738,3.017184,3.002646,3.004439,3.231158,2.907896,2.791529,4.174843,3.99097,3.949961,3.962471,4,3.970274,3.973312,5.713716,3.820824,3.987224,3.009988,3.008324,3.015077,2.638526,2.079973,3.238365,2.042843,2.062201,2.521389,3.949895,3.017839,3.364787,3.979645,2,2.022573,2.107656,3.894034,3.97776,4.886461,2.079973,3.032394
"TCGA Liver","No",1.101375,2.799299,2.422763,2.288127,2.000704,2.004071,2.001268,1.16599,2.002641,1.994864,2.858453,2.031314,2.004298,2.003138,2.057123,4.633666,1.088616,1.237567,2.00317,2.003962,2.003588,2.001528,2.003623,2.105492,2.696465,2.003522,2.004528,1.973983,1.270682,1.524495,2.003223,2,2.002045,2.007315,1.513052,2.002348,2.01028,2.005434,2.008567
"TCGA Liver","No",1.988341,2.003299,2.00447,2.005506,2,2.006356,2,2.004879,2.005773,2.787164,2.004619,2.004949,2.002348,2.937552,2.504284,3.522325,2.023093,2.002948,2,2.00433,2.005229,2.003339,2.007918,2.002799,2.004242,2.010777,2.021444,2.011547,2.007558,2,2.004697,2,2.002235,2,2.016301,2.005132,2.011234,2.011876,2.018724
"TCGA Liver","No",2.01669,3.606657,2.009891,2.007614,2.00511,2.018987,2.013797,1.911125,2.983957,2.976841,3.763994,1.076872,2.813559,2.00683,1.445991,3.930586,2.028744,2.009785,2.005749,2.014372,2.013016,2.005541,2.00657,2.006968,2.011732,2.01022,2.01095,2.019163,2.025086,2.009998,2.011693,2,2.011127,2.008844,2.013527,2.008517,2.01243,2.01971,2.937564
"TCGA Liver","No",1.177371,3.761875,1.999976,1.99997,1.999983,1.999945,1.999985,1.668956,1.999984,1.999983,1.999937,1.999973,1.999962,1.623725,1.399849,3.843078,1.041635,1.170197,1.999981,1.999961,1.999943,1.999964,1.999978,1.999992,1.999969,1.999958,1.999955,1.027757,1.29069,1.999967,1.999974,2,1.999964,1.999942,1.999911,1.999944,1.999959,1.999892,1.999919
"TCGA Liver","No",1.622295,3.362222,1.979478,2.000727,2.000406,2.432367,2,1.113449,2.000762,2.549972,2.001829,1.554224,2,2.000543,1.090108,3.668101,1.021214,1.032498,2.000457,2.001143,2.00207,2.001322,2.001567,2.000185,2.000933,2.000813,2.002177,2.890921,1.2592,2.000795,2.00062,2,2.00059,2.000703,2.001076,2.000677,2.001483,2.00209,2.001977
"TCGA Liver","No",2.003934,2.826365,2.001311,2.000808,2,2.004475,2,2.003435,2,2.000917,2,2.003266,2,2.001207,2.00542,3.808704,2.00254,2.001297,2,2.00127,2,2.002938,2,2.001232,2.003733,2.004065,2.004355,2.003387,2.002217,2.095433,2.783795,2,2.003934,2,2.007173,2.004516,2.006591,2.006968,2.006591
"TCGA Liver","No",2.027353,2.876567,2.013677,2.019655,2.49191,2.019449,2.00848,2.026872,2.975999,2.961021,5.582797,2.425126,3,2.954374,2.297402,5.789646,2.06183,2.00451,2.010599,2.017666,2.015999,2.030649,2.024227,2.012848,2.038937,2.032976,2.025237,2.023554,2.023126,2.018434,2.043116,2,2.013677,2.016307,2.03741,2.015703,2.034377,2.012114,2.045835
"TCGA Liver","No",2.006204,2.814103,2.002068,2.002547,2,2.012351,2.003846,2.005418,2,2.001446,4.859616,1.281937,3,2.984006,1.23077,4.905732,2,2.002046,2.004808,2.00601,2.007257,2.006951,2.005495,2.001943,2.005887,1.450429,2.006869,2.016027,2.003497,2,2.00326,2,2.003102,2,2.022626,2.007123,2.015594,1.034066,2.010396
"TCGA Liver","No",4.59963,4.955963,3.00659,3.012176,4,3.98224,3.79677,2.785979,4.971101,4.486294,4,2.86866,3.986876,5.739377,3.068093,4.585069,2.597438,2.446105,4.315321,3.025535,3.992695,3.981342,3.977877,3.600519,2.955888,2.179204,3.110594,5.313608,2.117297,2.420741,3.96719,2,2.052027,3.895765,3.490501,3.971322,3.958145,2.549305,3.04969
"TCGA Liver","No",1.879096,2.754022,2.000061,2.000052,2.000038,2.000062,2.000023,2.00004,2.000094,2.000025,2.000056,2.00005,2.000019,1.950551,1.800125,2.000033,1.521021,2.000048,2,2.000047,2.000064,1.963923,2.000064,2.000011,1.63271,2.000113,2.000121,2.000031,2.000082,2.000098,2.000038,2.000066,2.000073,1.807736,2.11768,2.000042,2.000091,2.000096,2.000183
"TCGA Liver","No",1.546616,2.339091,1.998819,1.999273,1.90806,1.996977,1.798902,1.996133,1.998856,1.968686,2.081503,1.925139,2,2.105105,1.90623,1.968435,2,1.988777,2,1.99714,2,1.998677,2,1.999445,1.998319,1.995729,1.994116,1.2671,1.034367,1.649786,1.997208,1.99677,1.998228,1.80558,1.99677,1.997966,1.997032,1.93815,1.483518
"TCGA Liver","No",1.999952,1.999988,1.999976,1.99999,1.999984,1.999946,1.999926,1.999974,1.999969,1.999983,1.999963,1.999974,2,1.999985,1.999984,1.999985,1.999985,1.999976,1.999982,1.999977,2,1.999973,1.999979,1.999978,1.99997,1.999951,1.976146,1.999897,1.999973,2,1.999975,2,1.999976,1.999943,1.999978,1.999973,1.99996,1.999979,1.99982
"TCGA Liver","No",4.22508,6.930108,5.005134,5.004743,5.005305,5.010951,5.954324,4.191187,5.936561,5.150037,5.987312,5.972812,5.004046,5.009455,4.455055,6.948198,4.025807,4.013178,6,5.98414,5,5.011505,5.006821,5.002411,5.009744,5.01061,5.945624,4.47097,4.045045,5.966901,5.961292,5.238734,4.079918,5.846154,5.910439,5.915415,5.938276,5.006821,5.95885
"TCGA Liver","No",3.046121,4.707596,3.040997,3.016833,3.021182,3.034979,3,3.04475,3.977216,3.980813,3.042363,3.034042,4,4.255571,3.967596,5.243262,4,3.996122,4,3.787346,3.951852,3.964863,3.979169,3.977906,3.442938,3.967596,3.052954,3.939242,3.619154,3.95245,3.981464,3,3.291671,3.985979,3.957112,3.959494,3.80828,2.186909,3.034349
"TCGA Liver","No",1.547864,1.983956,1.607469,1.940254,1.041517,1.981255,1.989892,1.732242,2.010304,1.9905,1.962275,1.265312,2.05923,1.544341,1.960691,2.009698,1.968412,1.507835,1.981047,1.489471,1.995232,1.981732,1.97112,1.98979,1.992264,1.066427,1.464029,1.964903,1.981622,1.097474,1.978402,1.131876,1.971469,1.990281,1.977703,1.351652,1.986049,1.256834,1.060592
"TCGA Liver","No",2.475879,6.309784,4.957038,4.980155,4.000038,4.000062,4.000023,2.338092,4,4.000026,4.400113,4.000051,5,3.811948,2.444595,4.235338,4.000094,4.000241,4.000028,4.000047,4.000043,4.000068,4.000032,4.000023,4.571475,4.000038,4.000027,2.055587,2.109153,4.000098,4.000038,4,4.000018,4.000044,4.000033,4.000084,4.000092,4.000097,4.000092
"TCGA Liver","No",3.992601,5.58002,3.054651,3.044879,3.367584,4.92596,4.953884,2.182108,4.014462,3.996551,6.737258,3.569435,4,3.993944,2.379613,4.977394,2.153925,2.412649,4,3.992036,3.031966,3.040824,4.672608,4.540111,2.412126,3.056473,3.971713,5.769283,3.9861,3.254222,4.941378,4,3.990135,2.890967,6.62907,3.988674,3.987602,3.121014,4.906521
"TCGA Liver","No",2.381266,2.140158,1.995883,1.191352,1.642793,1.994731,1.124685,1.045553,1.97607,1.985606,2.114189,1.993163,2.000725,1.615133,1.321522,1.984985,2.630772,1.99389,2.840428,1.113035,2.00442,1.217899,1.972651,1.980663,1.110728,1.978729,1.970372,1.962776,1.982596,1.592049,1.987021,1.988739,1.987649,2.06956,2.278485,1.985819,1.958608,1.972651,1.590577
